Uniq Id,Job Salary,Job Experience Required,Key Skills,Industry,Role
598," 2,50,000 - 5,00,000 PA. ",0 - 0 yrs, part time| back office| data entry| digital marketing| fresher| bpo| sales| marketing sales| Freelancing| B Tech,"BPO, Call Centre, ITeS",HR Manager
599," 1,75,000 - 3,25,000 PA. ",0 - 3 yrs, inbound| customer calling| Data Entry| Backend Operations| Back Office| Back Office Support| Backend| Bpo Non Voice| Non Voice| Non Voice Process| Typing| Hindi Typing,"BPO, Call Centre, ITeS",Telecalling/Telemarketing Executive
600, Not Disclosed by Recruiter, 2 - 4 Years,Market Data|Service Level|Fund Accounting|Reference Data|Finance|Reconciliation|Data Management|Corporate Actions|MS Office|Investment Products,Banking / Financial Services / Broking,DBA
601," 50,000 - 1,50,000 PA. ",6 - 10 yrs, Exadata| Weblogic Administration| Database Administration| Oracle Database| Oracle DBA| Performance Tuning,"IT-Software, Software Services",Software Developer
602, Not Disclosed by Recruiter ,7 - 9 yrs, Cloud| Big Data| Data Warehousing| Data Analytics| AWS,"IT-Software, Software Services",Software Developer
603, Not Disclosed by Recruiter, 5 - 10 Years,cloudera|Data migration|Hadoop|PLSQL|Oracle DBA|Outsourcing|Management|Troubleshooting|Operations|Monitoring,IT-Software / Software Services,Software Developer
604, Not Disclosed by Recruiter ,8 - 10 yrs, Counselor| Mentor| Trainer| Advisor| Teaching,"Education, Teaching, Training",Lecturer/Professor
605, Not Disclosed by Recruiter ,4 - 8 yrs, PLSQL| Analytics| Salesforce| Order management| Computer science| RCA| Data migration| Analytical| data governance| Data quality,IT-Hardware & Networking,Software Developer
606, Not Disclosed by Recruiter ,3 - 6 yrs, Java| Hibernate| NoSQL| Linux OS| PL - SQL| Spring| Data Structure| SQL,"IT-Software, Software Services",Software Developer
607,15000,0 - 0 yrs, Computer Operator| Typing| data| Non Voice Process| Non Voice| Voice Process| Data Entry| Inbound| Data Entry Operator| Backend| Domestic Voice Process| Domestic| Back Office| Fresher| Call Center| Voice| Data Entry Operation| International BPO,"BPO, Call Centre, ITeS",Telecalling/Telemarketing Executive
608, Not Disclosed by Recruiter ,2 - 5 yrs, assembly language| JavaScript| .NET| HTML| Oracle| Python| SQL,"Strategy, Management Consulting Firms",Software Developer
609," 5,00,000 - 9,50,000 PA. ",5 - 8 yrs, Datastage| PLSQL| MSBI| Informatica| Oracle,"IT-Software, Software Services",Software Developer
610," 50,000 - 3,00,000 PA. ",0 - 3 yrs, bpo| domestic bpo| international bpo| bpo voice| back office| bpo backoffice| call center| kpo| blended process| bpo executive| backend| non voice| ITES| bpo hiring| bpo operations| data entry| bpo non voice| telemarketing,"BPO, Call Centre, ITeS",Fresher
611," 4,00,000 - 5,50,000 PA. ",0 - 3 yrs, SAP| Data| Mandarin| Data Entry,Medical Devices / Equipments,Stenographer/Data Entry Operator
612, Not Disclosed by Recruiter ,4 - 9 yrs, Azure,"IT-Software, Software Services",Software Developer
613, Not Disclosed by Recruiter ,3 - 8 yrs, Data analysis| Forecasting| Data collection| Investment management| Machine learning| Text mining| Computer science| Agile| Investment| deep learning,"Recruitment, Staffing",Administration Services/Medical Facilities
614, Not Disclosed by Recruiter ,6 - 9 yrs, Data modeling| Management| Teradata| ETL tool| Data warehousing| SQL,"IT-Software, Software Services",Software Developer
615, Not Disclosed by Recruiter ,1 - 3 yrs, Biometrics| CRO| SAS| EDC| Clinical trials| clinical development| Clinical research| Life sciences| Oracle| Clinical data management,"IT-Software, Software Services",Clinical Research Associate/Scientist
616, Not Disclosed by Recruiter ,3 - 8 yrs, Data Science| Data Management| Predictive Modeling| Big Data| Artificial Intelligence| Python| Machine Learning| PhD,"Accounting, Finance",CEO/MD/Director
617," 4,00,000 - 7,00,000 PA. ",4 - 9 yrs, bpo| data analytics| information technology| isp| operation team| digital strategy| power bi| it| kpo| business analyst| business tools| tool| sql| tableau| quality assurance| user acceptance testing| business continuity| telecom,"Telcom, ISP",Business Analyst
618," 1,75,000 - 3,75,000 PA. ",0 - 1 yrs, Bpo Non Voice| Call Center| International BPO| Back Office| Data Entry| Calling| Domestic| inbound| voice| bpo| kpo| lpo| Backend| fresher,"BPO, Call Centre, ITeS",Fresher
619, Not Disclosed by Recruiter, 4 - 6 Years,User Acceptance Testing|data management|Clinical Data Manager|Clinical Data Management|Drug Development,Pharma / Biotech / Clinical Research,Clinical Research Manager
620, Not Disclosed by Recruiter ,7 - 8 yrs, MS SQL Server| Shell Scripting| Data Architecture| Data Quality| Database Administration| Data Management| Business Analytics| Third Party| ETL| SQL| MYSQL| Python,"IT-Software, Software Services",Software Developer
621, Not Disclosed by Recruiter ,1 - 4 yrs, Unix| Linux| SQL| Maven| Hibernate| Core Java| Workflow| Agile methodology| Informatica| ExtJS,"Banking, Financial Services, Broking",Software Developer
622," 1,75,000 - 3,25,000 PA. ",0 - 2 yrs, bpo| inbound| night shift| calling| telecalling| outbound sales| data entry operator| computer operator| back office| backend| blended| customer care executive| data entry,"BPO, Call Centre, ITeS",Fresher
623, Not Disclosed by Recruiter ,2 - 4 yrs, Java| OpenCV| Scala| Hadoop| Big Data| Spark| Machine Learning| Algorithm| Python,"IT-Software, Software Services",DBA
624, Not Disclosed by Recruiter ,3 - 6 yrs, Core Java| Hibernate| Tomcat| Rest| Websphere| Design Patterns| Weblogic| Spring Boot| J2Ee| SOAP,"IT-Software, Software Services",Software Developer
625, Not Disclosed by Recruiter ,3 - 6 yrs, Datastage,"IT-Software, Software Services",Software Developer
626, Not Disclosed by Recruiter ,0 - 5 yrs, technology| finance| operations| human resources,"Banking, Financial Services, Broking",Finance Executive
627, Not Disclosed by Recruiter ,1 - 3 yrs, Computer Operator| Data Entry Executive| Typing speed| Data Entry Operator,"Industrial Products, Heavy Machinery",Stenographer/Data Entry Operator
628, Not Disclosed by Recruiter ,3 - 8 yrs, digital marketing| customer segmentation| life cycle| product management| customer research| competitive intelligence| customer retention| campaign analytics| telemarketing,"Banking, Financial Services, Broking",Analytics Manager
629, Not Disclosed by Recruiter ,5 - 10 yrs, Python| Performance testing| SAN| Selenium| Analytics| Data management| GIT| French| SCALA,"Media, Entertainment, Internet",Software Developer
630," 35,00,000 - 70,00,000 PA. ",14 - 20 yrs, cloud| Storage| Server| devops| it infrastructure management| cloud computing| Data Center| IT Infrastructure| application development,"IT-Software, Software Services",Software Developer
631," 4,00,000 - 6,50,000 PA. ",2 - 4 yrs, SQL Queries| Replication| Database Design| Stored Procedures| Performance Monitoring| Database Administration| Data Mining| Design Review| Capacity Planning| System Maintenance,"IT-Software, Software Services",DBA
632, Not Disclosed by Recruiter ,1 - 6 yrs, Customer Service| Help Desk| Information| Telephony support| customer relationship| access controls| Vendor Management| Asset Management,"BPO, Call Centre, ITeS",Stenographer/Data Entry Operator
633, Not Disclosed by Recruiter ,1 - 3 yrs, XML| Data Management| JSON| API| Python,"IT-Software, Software Services",Software Developer
634, Not Disclosed by Recruiter ,2 - 5 yrs, SQL| microsoft| Data mining| Analytical| Apache| Open source| Python| Machine learning| NoSQL| deep learning,"Recruitment, Staffing",Clinical Research Associate/Scientist
635, Not Disclosed by Recruiter ,6 - 8 yrs, Java| Hive| NoSQL| Sqoop| consultant| Cloudera| Hadoop| Oozie| Spark| Pig| HBase,"IT-Software, Software Services",Outside Consultant
636," 3,00,000 - 8,00,000 PA. ",6 - 11 yrs, troubleshoot| server| software| testing| implementation| project| data migration| it| sql| database| consultant| web| migration| troubleshooting| mysql,"IT-Software, Software Services",DBA
637, Not Disclosed by Recruiter ,7 - 12 yrs, data science| HTML| Android| Computer science| Data structures| Test cases| Open source| Data mining| MATLAB| Analytics,"Medical, Healthcare, Hospitals",Software Developer
638, Not Disclosed by Recruiter ,5 - 8 yrs, Business intelligence| SQL| Python| Operations research| Analytical| Machine learning| SCALA| data visualization| Data mining| Statistics,"IT-Software, Software Services",Clinical Research Associate/Scientist
639, Not Disclosed by Recruiter ,3 - 5 yrs, Consulting| Analytics| Supply chain| customer analytics| Marketing analytics| digital analytics| Data analytics| advanced analytics| Pilot| Solution design,"KPO, Research, Analytics",Outside Technical Consultant
640, Not Disclosed by Recruiter ,8 - 12 yrs, Azure| Hadoop| Cloud| Big Data| Spark| Solution Design| AWS| Algorithm,"IT-Software, Software Services",IT/Networking-Manager
641, Not Disclosed by Recruiter ,3 - 5 yrs, Computer science| JMS| Maven| Interpersonal skills| Automation| Data management| Packaging| Data structures| Python| Data architecture,"Automobile, Auto Anciliary, Auto Components",Software Developer
642, Not Disclosed by Recruiter ,8 - 12 yrs, java| db2| teradata| Hadoop| linux| shell Scripting| perl| informatica,"Banking, Financial Services, Broking",Database Architect/Designer
643, Not Disclosed by Recruiter ,10 - 15 yrs, Engagement Management| Client Management| Project Estimation| Resource Planning| Project Management| Waterfall| Agile| Project Delivery| Data Modeling| big data| Business Analysis,"KPO, Research, Analytics",Assistant Manager/Manager-(Technical)
644, Not Disclosed by Recruiter ,10 - 15 yrs, SDLC| Business analysis| Investment banking| Technical writing| Information technology| Monitoring| Data management| Computer science| Financial services| metadata,"Banking, Financial Services, Broking",Database Architect/Designer
645, Not Disclosed by Recruiter ,0 - 1 yrs, assembly language| JavaScript| .NET| HTML| Oracle| Python| SQL,"Strategy, Management Consulting Firms",Software Developer
646, Not Disclosed by Recruiter ,3 - 6 yrs, Data Science| R| Data Management| Big Data| Data Mining| Machine Learning| Algorithm| Python,"IT-Software, Software Services",Database Architect/Designer
647, Not Disclosed by Recruiter ,8 - 12 yrs, Data Science| Data Management| Machine Learning| System Design| GPS,"Construction, Engineering, Cement, Metals",Data Analyst
648, Not Disclosed by Recruiter ,1 - 3 yrs, R| Data Analyst| Data Analytics| Python| SQL,"IT-Software, Software Services",Data Analyst
649," 1,75,000 - 3,75,000 PA. ",0 - 1 yrs, Domestic BPO| Back Office Processing| Inbound Process| International BPO| voice process| call center| international call center| call center executive| tele caller| telecalling| Data Entry| back office,"BPO, Call Centre, ITeS",Fresher
650," 8,00,000 - 18,00,000 PA. ",9 - 14 yrs, SQL Server| MSBI| Azure| Team Management,"IT-Software, Software Services",Team Lead/Technical Lead
651, Not Disclosed by Recruiter ,2 - 6 yrs, Team leading| Team management| Application management| Mortgage| Subject Matter Expert| professional services| Customer interaction,"IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
652, Not Disclosed by Recruiter ,7 - 12 yrs, Excel| Data Analysis| SAS| XML| Data Mining| SQL| Data Analytics| Statistics| Segmentation| Data Collection,"IT-Software, Software Services",Data Analyst
653, Not Disclosed by Recruiter ,8 - 13 yrs, Automation| metadata| technical| Perl| Business intelligence| Data mining| Unix shell scripting| Computer science| infrastructure| design| e-commerce| Risk management| Ruby| support| Python| architecture| hardware,"IT-Software, Software Services",Software Developer
654," 1,25,000 - 3,50,000 PA. ",0 - 1 yrs, digital marketing| marketing| computer operating| online marketing| back office| back office executive| travel| internet marketing| data entry| part time,"BPO, Call Centre, ITeS",Sales Executive/Officer
655, Not Disclosed by Recruiter ,2 - 4 yrs, coordination| documentation| record keeping| dispatch| forms| registration| scanning| back office operations| mis preparation,"Strategy, Management Consulting Firms",Fresher
656, Not Disclosed by Recruiter ,3 - 8 yrs, Computer science| Version control| Debugging| Disaster recovery| Agile| Healthcare| Life sciences| Informatica| Unit testing| Financial services,"Strategy, Management Consulting Firms",Software Developer
657, Not Disclosed by Recruiter ,2 - 6 yrs, Business process| Coding| Programming| Outsourcing| Business intelligence| Cosmos| Operations| Analytics| Analysis services| SQL,"IT-Software, Software Services",Software Developer
658, Not Disclosed by Recruiter ,10 - 20 yrs, analytics| big data analytics| Bfsi| big data| Solution Architecture,"IT-Software, Software Services",Other
659," 2,50,000 - 5,00,000 PA. ",0 - 0 yrs, data entry| computer operating| calling| customer care| customer support| customer care executive| computer operator| back office| back office executive| data entry operator| typing| deo| fresher,"BPO, Call Centre, ITeS",HR Manager
660," 3,00,000 - 8,00,000 PA. ",4 - 9 yrs, Java| Hibernate| Rest| SCALA| Big Data| J2Ee| Spark| Spring| Python,"IT-Software, Software Services",Software Developer
661, Not Disclosed by Recruiter ,2 - 5 yrs, Oracle| Unix| Database| MS SQL| Data management| Performance tuning| Coding| Database migration| Customer service orientation| Monitoring,"IT-Software, Software Services",Associate/Senior Associate -(Technical)
662, Not Disclosed by Recruiter ,3 - 7 yrs, SQL| Automation| Troubleshooting| Data modeling| RDBMS| Product management| Monitoring| Computer science| Account management| Schema,"IT-Software, Software Services",Software Developer
663, Not Disclosed by Recruiter ,8 - 13 yrs, Unix| Java| Tomcat| JBoss| Oracle Database| Hadoop| Big Data| SQL Queries| J2Ee| Perl| serialization| Core Java| Hive| Multithreading| Algorithms| collections| SCALA| linux| Spark| Python,"IT-Software, Software Services",Team Lead/Technical Lead
664, Not Disclosed by Recruiter ,0 - 5 yrs, operations| technology| human resources| finance,"Banking, Financial Services, Broking",Finance Executive
665, Not Disclosed by Recruiter ,3 - 7 yrs, Automation| Ticketing| Database design| Data quality| data visualization| SQL| Python| Auditing| Data architecture| data profiling,"Recruitment, Staffing",System Analyst
666, Not Disclosed by Recruiter ,2 - 6 yrs, Data Analytics| Data Analyst| SQL| SAS| R| Google Analytics| Data Mining| Algorithm,"IT-Software, Software Services",Data Analyst
667, Not Disclosed by Recruiter ,7 - 9 yrs, Distribution System| Management Services| Shell Scripting| Continuous Integration| Data Structures| Data Analysis| Application Integration| Data Modeling| Data Analytics| SQL,"Pharma, Biotech, Clinical Research",Software Developer
668, Not Disclosed by Recruiter ,3 - 6 yrs, Visual Basic| MySQL| Data Analyst| KPO| Business Objects| Oracle| Business intelligence| Macros| Analytics| SQL,"Recruitment, Staffing",Associate/Senior Associate -(NonTechnical)
669," 5,00,000 - 10,00,000 PA. ",4 - 6 yrs, Azure| python| Big Data| Tableau| Pig| Hive| R| NoSQL| SCALA| Spark| QlikView| AWS,"IT-Software, Software Services",Software Developer
670," 50,000 - 2,00,000 PA. ",0 - 5 yrs, Data Analysis| Data Collection| Project Management,"Shipping, Marine",4th Engineer
671, Not Disclosed by Recruiter ,5 - 9 yrs, financial analysis| Audit| data analysis| data processing| auditing| accounting| statistical analysis| Accounts,"Courier, Transportation, Freight , Warehousing",Financial Analyst
672, Not Disclosed by Recruiter ,0 - 5 yrs, Typing Speed| Back Office| Computer| Telephone operator| Data Entry Operation,"BPO, Call Centre, ITeS",Stenographer/Data Entry Operator
673, Not Disclosed by Recruiter, 10 - 15 Years,SQL Server|Big Data|Data Modeling|Performance Tuning|Project Delivery,IT-Software / Software Services,DBA
674, Not Disclosed by Recruiter ,9 - 14 yrs, Big Data| Hadoop| Spark| Cassandra| MongoDB| Java| C#| Data Management| Cloud,"IT-Software, Software Services",Software Developer
675," 1,00,000 - 2,00,000 PA. ",1 - 6 yrs, Data Analysis,"IT-Software, Software Services",Data Analyst
676, Not Disclosed by Recruiter ,2 - 5 yrs, Data analysis| Project management| SQL| Mining| Factor analysis| Google Analytics| Web analytics| Omniture| Project delivery| Python,"IT-Software, Software Services",Research Scientist
677," 1,00,000 - 3,50,000 PA. ",1 - 5 yrs, Advanced Excel| Macros| VBA| MIS Reporting| Data Analysis| Night Shift| Dashboards,"BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
678," 5,00,000 - 15,00,000 PA. ",5 - 8 yrs, Hadoop| Oozie| Spark| Cloudera| HBase| SCALA| Cassandra| Java| Big Data| SQL,"IT-Software, Software Services",Software Developer
679, Not Disclosed by Recruiter ,3 - 5 yrs, Unix shell scripting| Oracle data integrator| Programming| Manager Technology| Mentor| c| oracle| development| technical| unix| software| application| developer| ui| com| pl| support| scripting| it,"IT-Software, Software Services",Software Developer
680, Not Disclosed by Recruiter ,4 - 8 yrs, Logistic regression| SAS| Project management| Business analytics| Analytical| Data processing| Data mining| Financial services| SQL| Data extraction,"Banking, Financial Services, Broking",Team Lead/Technical Lead
681," 2,50,000 - 5,00,000 PA. ",0 - 0 yrs, back office| data entry| digital marketing| fresher| bpo| sales marketing| sales & marketing| Freelancing| freelancer| under graduate,"BPO, Call Centre, ITeS",HR Manager
682, Not Disclosed by Recruiter ,10 - 15 yrs, Project management| Data analysis| SQL| SAS| Forecasting| Supply chain| Data mining| Operations research| Analytical| Operations,"IT-Software, Software Services",Software Developer
683, Not Disclosed by Recruiter ,2 - 5 yrs, scrum| business analysis| agile process| big data| project execution| data cleansing| ETL,"IT-Software, Software Services",Database Architect/Designer
684, Not Disclosed by Recruiter ,4 - 9 yrs, HTML| Javascript| CSS| JQuery| JSON| Web Development| Html5| MVC| XML| Eclipse,"IT-Software, Software Services",Software Developer
685,Not Disclosed by Recruiter, 8 - 12 Years,Requirement Gathering|UML|C|Design Patterns|Technical Architecture|Rational Rose|Software Development|Business Analysis|.NET Framework|Project Tracking|OOPS|.net core|sql|azure,IT-Software / Software Services,Team Lead/Technical Lead
686, Not Disclosed by Recruiter ,7 - 10 yrs, SAS| Natural Language Processing| Big Data| Machine Learning| Deep Learning| SQL| R| Algorithms| Opencv| Spark| Computer Vision| Python,"KPO, Research, Analytics",Data Analyst
687, Not Disclosed by Recruiter ,2 - 3 yrs, DBA| Security| DB| Sybase,"IT-Software, Software Services",DBA
688," 2,00,000 - 5,00,000 PA. ",0 - 5 yrs, hr recruiter| screening| recruiter| mass hiring| bulk hiring| hr| Data Entry| HR Manager| bpo recruiter| recruitment consultant| recruitment| recruitment executive| headhunting| bpo hiring| bulk recruitment,"IT-Software, Software Services",Fresher
689, Not Disclosed by Recruiter, 3 - 5 Years,R|Hive|Segmentation|Linear Regression|Spark|Tableau|Machine Learning|Statistics|Deep Learning|Python,IT-Software / Software Services,Data Analyst
690, Not Disclosed by Recruiter ,4 - 9 yrs, python| optimization| mathematics| predictive modeling| statistics| sql,Other,Other
691, Not Disclosed by Recruiter ,5 - 10 yrs, Data Integration| Pentaho| Data Management,"IT-Software, Software Services",Outside Consultant
692," 3,00,000 - 6,00,000 PA. ",2 - 6 yrs, python| django| machine learning| sql| Data Science| Predictive Analytics| Statistical Analysis| Data Extraction| Data Cleansing| Linear Regression| Logistic Regression| Data Mining,"BPO, Call Centre, ITeS",Software Developer
693, Not Disclosed by Recruiter ,8 - 13 yrs, Data Management| Agile| Scrum,"IT-Software, Software Services",Team Lead/Technical Lead
694, Not Disclosed by Recruiter ,1 - 5 yrs, Computer science| Analytical| Operations| technical| Database design| Database management| Data structures| Database Administrator| tools| tracking| database| infrastructure| design| Database administration| support| programming| hardware,"IT-Software, Software Services",Software Developer
695, Not Disclosed by Recruiter ,2 - 4 yrs, Application Development| SOA| Networking| Web Technologies| Application Integration| SOAP| Datapower| Data Center| Web Services,"IT-Software, Software Services",Datawarehousing Technician
696, Not Disclosed by Recruiter ,4 - 8 yrs, Monthly Reports| Balance sheet| Finance| general accounting| Data Quality| Reconciliation| Data Analysis| General Ledger| trial balance| Test Cases| Data extraction,"Banking, Financial Services, Broking",Data Analyst
697, Not Disclosed by Recruiter ,2 - 5 yrs, Product engineering| Analytical| Machine learning| Open source| Data mining| Business solutions| Analytics| Monitoring| SQL| Python,"IT-Software, Software Services",Research Scientist
698, Not Disclosed by Recruiter ,2 - 5 yrs, SMS| Data Entry Operator| management| Executive search| Office Coordinator| query| Management Executive| Cloud,"Recruitment, Staffing",Executive/ Sr Executive - Administration
